the_geom,cartodb_id,tipo,color
0101000020E61000008312C904BA4457C08A2EB99BF12B3040,11087,Competidor Indirecto,A5AA99
0101000020E6100000F7DEE71186CB58C0CA5DD771F4E63240,11088,Competidor Indirecto,A5AA99
0101000020E6100000E30F2F1D6D0D58C0450325C3F9323340,11089,Competidor Indirecto,A5AA99
0101000020E6100000E46B09D852CC58C007567A127D8A3340,11090,Competidor Indirecto,A5AA99
0101000020E61000002257872FD50857C09560B354C5512F40,11091,Competidor Indirecto,A5AA99
0101000020E6100000900302DFE5DD55C07174D70A81353440,11092,Competidor Indirecto,A5AA99
0101000020E6100000FE9C61EEC3FF58C08196AE601B713340,11093,Competidor Indirecto,A5AA99
0101000020E61000004149FDCC8B2159C00EED8C84F0AC3340,11094,Competidor Indirecto,A5AA99
0101000020E61000004CF4019A6B4059C03B440ED78B2B3640,11095,Competidor Indirecto,A5AA99
0101000020E6100000EB03871F353559C063F30E43ED893440,11096,Competidor Indirecto,A5AA99
0101000020E61000005040C9D368DF58C07CD43EA1C76B3340,11097,Competidor Indirecto,A5AA99
0101000020E610000041ED7DCB98DD58C0FC7502F5C1303340,11098,Competidor Indirecto,A5AA99
0101000020E610000070D1873659C958C06F788BD184743340,11099,Competidor Indirecto,A5AA99
0101000020E6100000D5E76A2B76C858C024541D3017643340,11100,Competidor Indirecto,A5AA99
0101000020E61000006F643F07ED3F58C0E923B6DC156B3340,11101,Competidor Indirecto,A5AA99
0101000020E6100000399AC00084C858C001CD7386DA6C3340,11102,Competidor Indirecto,A5AA99
0101000020E61000006280A73DE3E658C07459D0A4E28E3340,11103,Competidor Indirecto,A5AA99
0101000020E610000099C25AE765D95AC03BE80A9D74C43840,11104,Competidor Indirecto,A5AA99
0101000020E6100000A0FDE5E61D6756C0F5F0C8CCC3F33440,11105,Competidor Indirecto,A5AA99
0101000020E610000085A82D3BA57259C0CB8E85CF73D13340,11106,Competidor Indirecto,A5AA99
0101000020E6100000DCF766A38CD358C06A87BF266B593340,11107,Competidor Indirecto,A5AA99
0101000020E610000088C3CA4F07CD58C0F555A824A1AB3340,11108,Competidor Indirecto,A5AA99
0101000020E61000006BEA65A9EF1659C0A73C3E4ABA993440,11109,Competidor Indirecto,A5AA99
0101000020E6100000998B6CA59FE158C099867EF9A6A53140,11110,Competidor Indirecto,A5AA99
0101000020E61000002B5C2427F22859C0464ED325EBA53740,11111,Competidor Indirecto,A5AA99
0101000020E6100000476D661D233B58C0A4E3C51DCA823340,11112,Competidor Indirecto,A5AA99
0101000020E610000077082D350C3E59C0DD342A2E963F3440,11113,Competidor Indirecto,A5AA99
0101000020E61000007D2DE04CA9E258C054A1CBE550583240,11114,Competidor Indirecto,A5AA99
0101000020E6100000B84040C635C059C0FBDE8DA25AFE3740,11115,Competidor Indirecto,A5AA99
0101000020E610000035CDE094DE6859C0F1FE0D14572B3540,11116,Competidor Indirecto,A5AA99
0101000020E6100000FD007BB73F1559C06888537B4BC93940,11117,Competidor Indirecto,A5AA99
0101000020E61000000988CDF074C358C0A1543520C6763340,11118,Competidor Indirecto,A5AA99
0101000020E610000036B5643CA7895AC03A29E5183DBC3C40,11119,Competidor Indirecto,A5AA99
0101000020E6100000201817799FD459C028149EA76CB03440,11120,Competidor Indirecto,A5AA99
0101000020E6100000588FFB56EB9659C05862751683183340,11121,Competidor Indirecto,A5AA99
0101000020E6100000C498D3E9A9C458C0DB324357E0893340,11122,Competidor Indirecto,A5AA99
0101000020E6100000E4D4B593543E59C026574ECE92253640,11123,Competidor Indirecto,A5AA99
0101000020E6100000C3BAF1EE48D859C08CF8A985EDBA3440,11124,Competidor Indirecto,A5AA99
0101000020E6100000F07C5061365758C06B6B5DCDAECF3340,11125,Competidor Indirecto,A5AA99
0101000020E6100000DA34F8F394A357C0502047CE1D033240,11126,Competidor Indirecto,A5AA99
0101000020E6100000D97DA6E26FB358C0803452A51C1B3440,11127,Competidor Indirecto,A5AA99
0101000020E610000024B84F96731059C07FD7A9EACCCF3940,11128,Competidor Indirecto,A5AA99
0101000020E6100000E4BF401020E958C0FA84E44B45F63240,11129,Competidor Indirecto,A5AA99
0101000020E61000007DB86080AF1859C0D53AD46319993440,11130,Competidor Indirecto,A5AA99
0101000020E610000033FFC78D8B2E58C09C576DE5C20D3140,11131,Competidor Indirecto,A5AA99
0101000020E61000003A0596AF4DE158C06D53C0664E723B40,11132,Competidor Indirecto,A5AA99
0101000020E610000096157948A7D458C0E522635A409E3240,11133,Competidor Indirecto,A5AA99
0101000020E6100000020806AD133F59C059CC210CB0A23440,11134,Competidor Indirecto,A5AA99
0101000020E610000024DD09D5111959C039B7C7DAF8973440,11135,Competidor Indirecto,A5AA99
0101000020E6100000E72573EA52CD58C0308E80C0B9A73340,11136,Competidor Indirecto,A5AA99
0101000020E6100000DBA2714DA68E58C0453137E7F90E3340,11137,Competidor Indirecto,A5AA99
0101000020E6100000FA9ECBB3960859C061AF0B9AF1673940,11138,Competidor Indirecto,A5AA99
0101000020E6100000E4277A85EAC158C0E7372B265F873340,11139,Competidor Indirecto,A5AA99
0101000020E6100000F7E82E05BBEC5AC0C96406648E143940,11140,Competidor Indirecto,A5AA99
0101000020E610000065FB90B75CC558C00B90B28F5F6F3340,11141,Competidor Indirecto,A5AA99
0101000020E61000001DD00CC1352F59C0A026E9503CCB3540,11142,Competidor Indirecto,A5AA99
0101000020E61000001AC7619369C458C01CECB03684853340,11143,Competidor Indirecto,A5AA99
0101000020E6100000FE36F6B28ECA58C0C040312E2C6B3340,11144,Competidor Indirecto,A5AA99
0101000020E6100000EAE490FD817758C087A9A93CEC3E3640,11145,Competidor Indirecto,A5AA99
0101000020E61000009DEDD98C366956C0E158BCFD5E043540,11146,Competidor Indirecto,A5AA99
0101000020E61000001470F87299B75AC040AD79C002673C40,11147,Competidor Indirecto,A5AA99
0101000020E6100000BB4458013C4E5AC0F83FFA053FA83440,11148,Competidor Indirecto,A5AA99
0101000020E61000000C53635B29E358C087F016E5256C3B40,11149,Competidor Indirecto,A5AA99
0101000020E610000048769DF41B275DC07B551D28A6D93F40,11150,Competidor Indirecto,A5AA99
0101000020E6100000B55A1602EFCB58C0E03C286A61623340,11151,Competidor Indirecto,A5AA99
0101000020E61000006DC9CB16E05857C065BCB56523013240,11152,Competidor Indirecto,A5AA99
0101000020E6100000CC12192D32E658C0A9BA2E99B6413340,11153,Competidor Indirecto,A5AA99
0101000020E61000009217A1F167D558C07EF1FBEDA14D3240,11154,Competidor Indirecto,A5AA99
0101000020E6100000C1E82C923AD059C06AC3DD303CA73440,11155,Competidor Indirecto,A5AA99
0101000020E6100000DC076A42A41357C00E9B2BF7C0C02D40,11156,Competidor Indirecto,A5AA99
0101000020E610000010E26F2049C958C032B02BB9CC6E3340,11157,Competidor Indirecto,A5AA99
0101000020E6100000A9F2248630385AC0DCE939AFD27A3540,11158,Competidor Indirecto,A5AA99
0101000020E610000011C7578ED26458C0CF236F4E5FDD3940,11159,Competidor Indirecto,A5AA99
0101000020E61000003DF8C3AEF1C958C057A4573D3F673340,11160,Competidor Indirecto,A5AA99
0101000020E6100000B0377340B9AE58C0677DCA3159213440,11161,Competidor Indirecto,A5AA99
0101000020E610000020E3DDD30DDE5CC0CFE8DC27264A4040,11162,Competidor Indirecto,A5AA99
0101000020E6100000C6276C58F63F59C0C59E0B5D68323640,11163,Competidor Indirecto,A5AA99
0101000020E61000002EB44A1B94DC57C0E47A25DA9F6E3040,11164,Competidor Indirecto,A5AA99
0101000020E6100000A22A64B67DD958C0BECFC0E168913140,11165,Competidor Indirecto,A5AA99
0101000020E61000002C19D72A874E59C015B6F2D41BF03B40,11166,Competidor Indirecto,A5AA99
0101000020E61000001F2964DFFCA256C0727818C538D73340,11167,Competidor Indirecto,A5AA99
0101000020E61000002C3232AFC09B58C00B8D921D3CE83240,11168,Competidor Indirecto,A5AA99
0101000020E6100000D1681FE9DBBA58C04AE217249E6A3340,11169,Competidor Indirecto,A5AA99
0101000020E6100000BA3F6A55C3CE58C0A1B670CDDB793340,11170,Competidor Indirecto,A5AA99
0101000020E6100000FC3CE34EABE259C08B25594587BA3440,11171,Competidor Indirecto,A5AA99
0101000020E61000004549E579721557C0364C9FE3C42C3140,11172,Competidor Indirecto,A5AA99
0101000020E61000003C82C06F68E659C013431779FE023440,11173,Competidor Indirecto,A5AA99
0101000020E6100000A5F68504CA9F56C07A50B3B411D73340,11174,Competidor Indirecto,A5AA99
0101000020E6100000136BC8AACECD58C0A913F152C1773340,11175,Competidor Indirecto,A5AA99
0101000020E6100000EE8AE8F0B3F958C016FBCBEEC9853440,11176,Competidor Indirecto,A5AA99
0101000020E61000000A2559A8714658C0B33144880ADE3240,11177,Competidor Indirecto,A5AA99
0101000020E61000007D17BED7732456C0DF8639BD62833240,11178,Competidor Indirecto,A5AA99
0101000020E61000000E0C28ED30585AC0FA038AFD0A663A40,11179,Competidor Indirecto,A5AA99
0101000020E61000006BD65BFB69D759C01803D29BDD8B3440,11180,Competidor Indirecto,A5AA99
0101000020E61000000296221A591559C0EC77B4B3E0A53940,11181,Competidor Indirecto,A5AA99
0101000020E610000055021885D32F58C0ABAF11358F033140,11182,Competidor Indirecto,A5AA99
0101000020E6100000B303958E45BC58C035CCB7DB814A3340,11183,Competidor Indirecto,A5AA99
0101000020E610000083B0091FC05659C01650457DD4B33440,11184,Competidor Indirecto,A5AA99
0101000020E61000006147EBC1074758C08419E814C3E43340,11185,Competidor Indirecto,A5AA99
0101000020E610000057778FE0846959C0F28A33C855213540,11186,Competidor Indirecto,A5AA99
0101000020E6100000742796634B9058C021B5055B57FE3240,11187,Competidor Indirecto,A5AA99
0101000020E61000005B581E417D6558C0E5515C1B4B2F3440,11188,Competidor Indirecto,A5AA99
0101000020E6100000104626BF09C358C00AD7C47E265A3340,11189,Competidor Indirecto,A5AA99
0101000020E610000079147C0D604C59C03DA3C6E7C21F3440,11190,Competidor Indirecto,A5AA99
0101000020E61000004B053663E8F958C0BBAADCD991DB3040,11191,Competidor Indirecto,A5AA99
0101000020E6100000FE4D83FD32C358C0FBAB8DD221753340,11192,Competidor Indirecto,A5AA99
0101000020E6100000C9EB7F8826CC58C0419F6569E9683340,11193,Competidor Indirecto,A5AA99
0101000020E6100000924726968ACD58C0FBA7028B4FB63340,11194,Competidor Indirecto,A5AA99
0101000020E6100000221395B2310C59C061195DD6ABC73940,11195,Competidor Indirecto,A5AA99
0101000020E61000005D2D5EC9216A59C024D8D19BFE253540,11196,Competidor Indirecto,A5AA99
0101000020E61000006E1E5E420BCA58C072BC0A42DC723340,11197,Competidor Indirecto,A5AA99
0101000020E6100000202C9DEE401F58C02B88C3CA4F543140,11198,Competidor Indirecto,A5AA99
0101000020E610000005E10A28D4DB5CC0121F4C48F34F4040,11199,Competidor Indirecto,A5AA99
0101000020E61000008DA648F83D4A59C0BEA78B77F4B33340,11200,Competidor Indirecto,A5AA99
0101000020E610000006794509DD2E58C0CCDB2AEBAB0E3140,11201,Competidor Indirecto,A5AA99
0101000020E6100000F07CB38BF1FA58C073B8B9A593DD3040,11202,Competidor Indirecto,A5AA99
0101000020E610000004D1EEEB1B1259C0958313B0A1523240,11203,Competidor Indirecto,A5AA99
0101000020E6100000819DF6EFD56058C0A6E0DF5630DC3940,11204,Competidor Indirecto,A5AA99
0101000020E61000009D6789217BD258C06CA5841E395F3340,11205,Competidor Indirecto,A5AA99
0101000020E61000005A5B3EB360CA58C0287E6BAB82713340,11206,Competidor Indirecto,A5AA99
0101000020E6100000CCF1A71954D258C0D15735ADB99A3340,11207,Competidor Indirecto,A5AA99
0101000020E61000003B308861AA9058C09782C17793263340,11208,Competidor Indirecto,A5AA99
0101000020E61000009C68DB5949285DC07209F27966494040,11209,Competidor Indirecto,A5AA99
0101000020E61000003D98B9652CA659C0035D5E2D358A3540,11210,Competidor Indirecto,A5AA99
0101000020E61000008A7059A69BC958C0F99A8AF95E613340,11211,Competidor Indirecto,A5AA99
0101000020E61000005C5A68422EF358C06C16BBBF725A3340,11212,Competidor Indirecto,A5AA99
0101000020E6100000AFBCDC0E2A8458C0C06B65FCDA653340,11213,Competidor Indirecto,A5AA99
0101000020E61000006CB0F4CA4AB655C044B1CBA6122C3540,11214,Competidor Indirecto,A5AA99
0101000020E610000026105DED34D258C0041434773E5A3340,11215,Competidor Indirecto,A5AA99
0101000020E610000081E484A6B8CD58C0DB232755D3F03240,11216,Competidor Indirecto,A5AA99
0101000020E610000082F036A947945BC004A780AC8E283840,11217,Competidor Indirecto,A5AA99
0101000020E6100000EDB90A31F0CB58C0D544B82CD38E3340,11218,Competidor Indirecto,A5AA99
0101000020E610000088EC0765EFCA58C0009A390B18553340,11219,Competidor Indirecto,A5AA99
0101000020E61000006D5512D9C7965AC0DEB53AEFB58A3F40,11220,Competidor Indirecto,A5AA99
0101000020E6100000A0F44BE5294D59C093A27CDEE0B43340,11221,Competidor Indirecto,A5AA99
0101000020E610000098618A0F7FD659C0B0F12E519CAC3440,11222,Competidor Indirecto,A5AA99
0101000020E6100000D677B8FC4B7658C0BBC704C26F373640,11223,Competidor Indirecto,A5AA99
0101000020E61000006E49F53AF52B5AC0EAFBFC39FD0A3840,11224,Competidor Indirecto,A5AA99
0101000020E61000007AE6FE4D5C765AC00870BC33C1BC3640,11225,Competidor Indirecto,A5AA99
0101000020E6100000CDEC4ED297F959C0E52439059EF13240,11226,Competidor Indirecto,A5AA99
0101000020E6100000F06C6ED0C74658C041A4B63FDDD93240,11227,Competidor Indirecto,A5AA99
0101000020E6100000CD725D21816758C03981657CCA113040,11228,Competidor Indirecto,A5AA99
0101000020E6100000E4D132F7B50F5AC031A0EE6E2B0E3340,11229,Competidor Indirecto,A5AA99
0101000020E6100000444EA1EBA91D57C00DA2BD1316432E40,11230,Competidor Indirecto,A5AA99
0101000020E6100000A4575E4D390B59C0314299C25A813A40,11231,Competidor Indirecto,A5AA99
0101000020E61000003D7706367CBB58C0003C81348CAB3340,11232,Competidor Indirecto,A5AA99
0101000020E610000046A842D176CF58C0A5AE6B6A8FD73340,11233,Competidor Indirecto,A5AA99
0101000020E6100000BB31981A7CA159C08A19E95E8AC03640,11234,Competidor Indirecto,A5AA99
0101000020E610000033ED306028555AC008D2DE4336AD3540,11235,Competidor Indirecto,A5AA99
0101000020E6100000ADE86215A7E258C0FD5048B6E3563240,11236,Competidor Indirecto,A5AA99
0101000020E610000049CE91AE7CCF59C0DC6BBDB6E99F3440,11237,Competidor Indirecto,A5AA99
0101000020E61000007ED0ABE8ECC958C0C7A7F8A686653340,11238,Competidor Indirecto,A5AA99
0101000020E610000082949699AB1256C03E8A84002A883240,11239,Competidor Indirecto,A5AA99
0101000020E610000067425919C99359C0C93C1316ECDA3540,11240,Competidor Indirecto,A5AA99
0101000020E610000010B5E9DF60CD58C0110D41C4BCAD3340,11241,Competidor Indirecto,A5AA99
0101000020E6100000E2A9CB52C0CA58C04BCB27AFBE493340,11242,Competidor Indirecto,A5AA99
0101000020E61000009F52A902433F5DC0A8BF66D289424040,11243,Competidor Indirecto,A5AA99
0101000020E61000009F1FA9320A7158C08A34F97F38EB3240,11244,Competidor Indirecto,A5AA99
0101000020E6100000D7C5C8EDF2C958C0BF782F8C2E653340,11245,Competidor Indirecto,A5AA99
0101000020E610000077B9CA0B172859C07DB38B71173A3140,11246,Competidor Indirecto,A5AA99
0101000020E61000001E946A7E80CE58C025ED040321AC3340,11247,Competidor Indirecto,A5AA99
0101000020E6100000156AD12BB3DC57C067459228CD983240,11248,Competidor Indirecto,A5AA99
0101000020E61000009330783DFDEE58C053A0266518493340,11249,Competidor Indirecto,A5AA99
0101000020E6100000DC0893FB800956C0B4A2F6F09F223540,11250,Competidor Indirecto,A5AA99
0101000020E61000004BD84CF8448C58C02263BD6AC8F83240,11251,Competidor Indirecto,A5AA99
0101000020E6100000F12942E205CA58C01F1F5F085A733340,11252,Competidor Indirecto,A5AA99
0101000020E61000007DE352328CCF58C0BF4826AFE7D23240,11253,Competidor Indirecto,A5AA99
0101000020E61000006CD17E7B093059C02A32DF6696EA3440,11254,Competidor Indirecto,A5AA99
0101000020E61000001CEC2CFE5FE459C01900AAB871633340,11255,Competidor Indirecto,A5AA99
0101000020E6100000DAFF006B555256C0F91CEDF28C663440,11256,Competidor Indirecto,A5AA99
0101000020E610000097B1FC54B0CD58C0920E28FE9C9E3340,11257,Competidor Indirecto,A5AA99
0101000020E6100000A2EC6F010FF156C07D47A6A6D1BD3140,11258,Competidor Indirecto,A5AA99
0101000020E61000008525606C88BB58C0DDB3F0ED44353340,11259,Competidor Indirecto,A5AA99
0101000020E61000005EEB5A94FC0B59C07E424D5F95B73940,11260,Competidor Indirecto,A5AA99
0101000020E6100000BD0D7BEB8DA059C0B6338618338D3440,11261,Competidor Indirecto,A5AA99
0101000020E61000002AC6B77FFE2E58C040DBEE0EBE903040,11262,Competidor Indirecto,A5AA99
0101000020E6100000CDFDBC461E3E59C09CB588E609203640,11263,Competidor Indirecto,A5AA99
0101000020E61000006EC3A4CFF9B758C02EBFBAC725703540,11264,Competidor Indirecto,A5AA99
0101000020E610000031005CE2EB265DC0B80BA4F6E8D43F40,11265,Competidor Indirecto,A5AA99
0101000020E610000087A880834F6956C01AE0615E70493540,11266,Competidor Indirecto,A5AA99
0101000020E6100000DCEFF55AF57658C0AA10EA7D3E373640,11267,Competidor Indirecto,A5AA99
0101000020E6100000EA17993E435258C03D7A89D25A043140,11268,Competidor Indirecto,A5AA99
0101000020E610000083510781AEC658C0D5C74B5026CC3340,11269,Competidor Indirecto,A5AA99
0101000020E61000000F2B9AD63F5858C0CC5BD84765763240,11270,Competidor Indirecto,A5AA99
0101000020E6100000D92CF246814E5AC0A047D62B76AF3440,11271,Competidor Indirecto,A5AA99
0101000020E6100000E3BF27733FB458C0A52A33C603393340,11272,Competidor Indirecto,A5AA99
0101000020E610000054059B21B2C758C0E3F2695F8A7F3340,11273,Competidor Indirecto,A5AA99
0101000020E610000014A35B6D8DCB58C0CD1164CAA8793340,11274,Competidor Indirecto,A5AA99
0101000020E610000075044FA5CFE558C05AFAA786C3203340,11275,Competidor Indirecto,A5AA99
0101000020E6100000F6BDC08B82F059C0B9D19542FF493340,11276,Competidor Indirecto,A5AA99
0101000020E610000087EA7B47EC9258C026AC09796F0F3340,11277,Competidor Indirecto,A5AA99
0101000020E610000055A8A8D9C74D59C0785D64A7C4793540,11278,Competidor Indirecto,A5AA99
0101000020E6100000F39131CA352E58C018A18E7D7FD03240,11279,Competidor Indirecto,A5AA99
0101000020E61000008E8FBBAD99C458C0A16349B18A583340,11280,Competidor Indirecto,A5AA99
0101000020E610000030871723964D59C0282D1A3A8FB53340,11281,Competidor Indirecto,A5AA99
0101000020E6100000B7A417731F7458C08AF42E20ACAB3940,11282,Competidor Indirecto,A5AA99
0101000020E6100000E881D1DD1C415DC04110BD188C424040,11283,Competidor Indirecto,A5AA99
0101000020E610000059D5BB0DE40B59C0E98B316E72A93940,11284,Competidor Indirecto,A5AA99
0101000020E61000005B03217ACEA459C0E63E390A10703540,11285,Competidor Indirecto,A5AA99
0101000020E61000004F61BE1FABD058C0A37E726FD94E3340,11286,Competidor Indirecto,A5AA99
0101000020E61000003629FD6B965D59C069E53D526DEC3A40,11287,Competidor Indirecto,A5AA99
0101000020E6100000C4ADC434FAAD58C05A4E5B86AC1B3440,11288,Competidor Indirecto,A5AA99
0101000020E610000064C489D8F50E59C0A9FA95CE87B93940,11289,Competidor Indirecto,A5AA99
0101000020E6100000F2885D1DB89A57C0D4DBD93610283240,11290,Competidor Indirecto,A5AA99
0101000020E6100000B8F093D5BAD059C09BABE639224D3440,11291,Competidor Indirecto,A5AA99
0101000020E6100000D8EF0DAE4E9D58C086BABCF73F3B3540,11292,Competidor Indirecto,A5AA99
0101000020E6100000C973BF3BA03F59C0EE13D595AE6C3940,11293,Competidor Indirecto,A5AA99
0101000020E6100000DE6BADD4189659C09DBAF2599EB43440,11294,Competidor Indirecto,A5AA99
0101000020E6100000111570F0C14658C04114E53523DA3240,11295,Competidor Indirecto,A5AA99
0101000020E610000035332BC26A3D57C02A28FB9DDCF73140,11296,Competidor Indirecto,A5AA99
0101000020E610000083A00680288558C088C83C3424EC3640,11297,Competidor Indirecto,A5AA99
0101000020E6100000D24643008F6D59C0A42AB7FEA7213540,11298,Competidor Indirecto,A5AA99
0101000020E6100000CCB28AABC84256C0B6898B8AD53E3540,11299,Competidor Indirecto,A5AA99
0101000020E6100000D1C9940790BD5BC0A60D6697980B3D40,11300,Competidor Indirecto,A5AA99
0101000020E6100000339CF88B55C358C07FB78A0FFD593340,11301,Competidor Indirecto,A5AA99
0101000020E6100000F0CDE3EEBB3A57C069C59A3EF9FB3140,11302,Competidor Indirecto,A5AA99
0101000020E61000004BC4DF1F845958C0E0002B6E79753240,11303,Competidor Indirecto,A5AA99
0101000020E61000000FDA2757A3C158C0E4150466F0863340,11304,Competidor Indirecto,A5AA99
0101000020E610000039C082EA150F58C02CAB9FED872A3340,11305,Competidor Indirecto,A5AA99
0101000020E61000003EA749BE0CBD5BC0E7CFF1B0D44F3F40,11306,Competidor Indirecto,A5AA99
0101000020E61000005D51E7DDDAC158C0EFC23997A0813340,11307,Competidor Indirecto,A5AA99
0101000020E6100000126F194717FF58C0F12CDE1B85653440,11308,Competidor Indirecto,A5AA99
0101000020E6100000588FFB56AB3958C01AC03A12588C3340,11309,Competidor Indirecto,A5AA99
0101000020E6100000755D326D83CE58C042B25FFBF2993340,11310,Competidor Indirecto,A5AA99
0101000020E61000000C7172E011DC59C079C6218F9E1C3A40,11311,Competidor Indirecto,A5AA99
0101000020E61000002A0B57EE624C59C0D6982910EA223440,11312,Competidor Indirecto,A5AA99
0101000020E6100000566D716C019259C0BECA90195EE03540,11313,Competidor Indirecto,A5AA99
0101000020E610000037644D76BD9259C0E61578BC03D53540,11314,Competidor Indirecto,A5AA99
0101000020E6100000920F93D30BCA58C06D23967B1E623340,11315,Competidor Indirecto,A5AA99
0101000020E6100000AA1C282A7A4657C0822725EB0DBE3040,11316,Competidor Indirecto,A5AA99
0101000020E6100000A2F9B558BECA58C0668286A350703340,11317,Competidor Indirecto,A5AA99
0101000020E61000001F850C6061D159C02F5D77A9C79F3440,11318,Competidor Indirecto,A5AA99
0101000020E6100000D26730DB08C258C04AA26ED2FA893340,11319,Competidor Indirecto,A5AA99
0101000020E61000008FB81160A2BE58C038224A41D8F23240,11320,Competidor Indirecto,A5AA99
0101000020E61000007C9201C118B659C0B7ADD282BC303340,11321,Competidor Indirecto,A5AA99
0101000020E61000009C5EB574BD8E58C0D10D034CCF0C3340,11322,Competidor Indirecto,A5AA99
0101000020E6100000A6E4E6651ED259C0D0FA29C8AEAB3440,11323,Competidor Indirecto,A5AA99
0101000020E610000082367B98E4D659C01403EAEEB6AC3440,11324,Competidor Indirecto,A5AA99
0101000020E61000002CCEDE3A3B875AC0980E42E504AF3C40,11325,Competidor Indirecto,A5AA99
0101000020E6100000737F58E32A0959C026B20741E44E3340,11326,Competidor Indirecto,A5AA99
0101000020E6100000F9D1783B253F59C0770C1336D11D3640,11327,Competidor Indirecto,A5AA99
0101000020E61000000E0223160ED158C0D21A62401F843340,11328,Competidor Indirecto,A5AA99
0101000020E61000004CD9D06A54D65BC0200FD8309E053A40,11329,Competidor Indirecto,A5AA99
0101000020E6100000864965481D8D59C057A55FE832E13340,11330,Competidor Indirecto,A5AA99
0101000020E6100000202C2127E56B58C05792022C6E743340,11331,Competidor Indirecto,A5AA99
0101000020E61000000F174E0CA8155AC044643F287B1C3340,11332,Competidor Indirecto,A5AA99
0101000020E61000009610E655A1D95AC022DD53626CC93840,11333,Competidor Indirecto,A5AA99
0101000020E6100000C7B41DF04C6B58C014296ABCB6EA3440,11334,Competidor Indirecto,A5AA99
0101000020E6100000D3F75C9EF56D59C05A30AF2B7F233540,11335,Competidor Indirecto,A5AA99
0101000020E610000041C372B6C6CC59C0C6768C65D9713440,11336,Competidor Indirecto,A5AA99
0101000020E6100000E2B0B0B77FD75CC0FC1D69F4134D4040,11337,Competidor Indirecto,A5AA99
0101000020E6100000A234487FB7D358C0E622DF219C5A3340,11338,Competidor Indirecto,A5AA99
0101000020E61000003D5E0EDCBD2B5AC04B96513428343340,11339,Competidor Indirecto,A5AA99
0101000020E6100000A8E0329F1A5C58C08F238C55397A3240,11340,Competidor Indirecto,A5AA99
0101000020E6100000993FAE2672D759C024B2B4F8B97E3940,11341,Competidor Indirecto,A5AA99
0101000020E610000073322F8F0ECD58C01F496A1D2C9D3340,11342,Competidor Indirecto,A5AA99
0101000020E61000004B0EAF5633B758C0D9DAB1C7FAE13240,11343,Competidor Indirecto,A5AA99
0101000020E6100000D3E58354C0395AC0B3D38BB17E733540,11344,Competidor Indirecto,A5AA99
0101000020E6100000686DA684D8EB58C0980FEFD685D73240,11345,Competidor Indirecto,A5AA99
0101000020E61000007E0A1556C9C858C0670103D6E46E3340,11346,Competidor Indirecto,A5AA99
0101000020E610000095124039E34958C00D482D5AA1D53240,11347,Competidor Indirecto,A5AA99
0101000020E610000027638409064159C05BC954E2B62E3640,11348,Competidor Indirecto,A5AA99
0101000020E610000051B01067CF9159C0DFE475CC92553440,11349,Competidor Indirecto,A5AA99
0101000020E610000061C3D32B251D59C04DE5615FBAA23440,11350,Competidor Indirecto,A5AA99
0101000020E6100000BD6E5334BD2857C0DF8938219D873240,11351,Competidor Indirecto,A5AA99
0101000020E6100000F1868FE3626657C0485AE0E12C313140,11352,Competidor Indirecto,A5AA99
0101000020E6100000853D9237A5E958C0C01C45EFB74D3340,11353,Competidor Indirecto,A5AA99
0101000020E6100000C7F31950AF1859C0995F302C3D013540,11354,Competidor Indirecto,A5AA99
0101000020E6100000287513C6E03357C025698A42C3B83140,11355,Competidor Indirecto,A5AA99
0101000020E610000087C64DECA56556C007B2018538803440,11356,Competidor Indirecto,A5AA99
0101000020E61000000A647616FD2C5AC00CEA19CAA2393340,11357,Competidor Indirecto,A5AA99
0101000020E61000004E8E8EEDAD075AC0F8AD525127723840,11358,Competidor Indirecto,A5AA99
0101000020E6100000815D4D9EB21057C009F40D75EDCB2D40,11359,Competidor Indirecto,A5AA99
0101000020E61000008E5B4897A9C258C006653B5B17663340,11360,Competidor Indirecto,A5AA99
0101000020E61000009F5CAED9251259C04B4FA26F1C513240,11361,Competidor Indirecto,A5AA99
0101000020E6100000F57C93C74F7658C0FE88363255363640,11362,Competidor Indirecto,A5AA99
0101000020E6100000CFA004AAFD7958C0577ED76F3FF63240,11363,Competidor Indirecto,A5AA99
0101000020E61000004E0A142D10C458C0F62D6B49E4903340,11364,Competidor Indirecto,A5AA99
0101000020E610000097770FAFAF2059C02AE4292F22263440,11365,Competidor Indirecto,A5AA99
0101000020E610000012E60B94B37159C069FC6772D6CC3340,11366,Competidor Indirecto,A5AA99
0101000020E610000074417DCB9C4B59C0F8B5817D6C243440,11367,Competidor Indirecto,A5AA99
0101000020E61000006DE60C9C1E185AC092CB038163C43340,11368,Competidor Indirecto,A5AA99
0101000020E6100000C881D392B9425DC03633235122404040,11369,Competidor Indirecto,A5AA99
0101000020E6100000B640ED7DCBC058C018CC5F21735A3340,11370,Competidor Indirecto,A5AA99
0101000020E61000004885F3A132D859C0BC29406F859F3440,11371,Competidor Indirecto,A5AA99
0101000020E6100000B186CDF865C158C0B8FBC165BA6A3340,11372,Competidor Indirecto,A5AA99
0101000020E6100000301B325810E358C0B6E0A018B45A3240,11373,Competidor Indirecto,A5AA99
0101000020E6100000D397AD0EA3DF56C0C7C77AAC11C93240,11374,Competidor Indirecto,A5AA99
0101000020E61000000D4FD0A20E5C5AC0F93BEB85C80B3940,11375,Competidor Indirecto,A5AA99
